City_District,Year,Season,Crop_Type,Failure_Rate_Percentage,Affected_Area_Hectares,Primary_Cause,Economic_Loss_Crores
Beed,2022,Rabi,Maize,37.06,149.39,Unseasonal Rain,5.54
Ulhasnagar,2021,Kharif,Jowar,50.56,4521.6,Unseasonal Rain,228.61
Bhiwandi,2023,Rabi,Soybean,69.89,2018.46,Unseasonal Rain,141.07
Jalgaon,2023,Rabi,Soybean,72.68,4017.9,Soil Degradation,292.02
Mira-Bhayandar,2021,Kharif,Tur (Pigeon Pea),40.7,2559.49,Heatwave,104.17
Bhusawal,2024,Kharif,Wheat,93.66,4400.13,Heatwave,412.12
Ichalkaranji,2023,Kharif,Jowar,91.21,2843.66,Pest Attack,259.37
Ichalkaranji,2022,Zaid,Rice,92.56,4309.03,Pest Attack,398.84
Parbhani,2022,Zaid,Cotton,50.84,3586.66,Soil Degradation,182.35
Nanded,2024,Rabi,Soybean,93.91,1060.81,Unseasonal Rain,99.62
Nagpur,2021,Zaid,Jowar,64.62,2855.39,Pest Attack,184.52
Amravati,2024,Rabi,Onion,22.16,2175.61,Pest Attack,48.21
Satara,2023,Rabi,Tur (Pigeon Pea),31.88,1020.34,Heatwave,32.53
Ratnagiri,2022,Zaid,Cotton,19.56,1582.5,Drought,30.95
Osmanabad,2024,Kharif,Wheat,39.08,138.95,Drought,5.43
Malegaon,2024,Zaid,Bajra,15.77,1404.1,Pest Attack,22.14
Bhiwandi,2023,Rabi,Rice,84.73,2722.18,Pest Attack,230.65
Beed,2021,Kharif,Sugarcane,17.26,1493.61,Pest Attack,25.78
Bhandara,2022,Rabi,Sugarcane,81.96,2608.83,Heatwave,213.82
Jalna,2023,Rabi,Cotton,36.85,3356.55,Soil Degradation,123.69
Mumbai,2024,Rabi,Tur (Pigeon Pea),35.03,2243.53,Pest Attack,78.59
Gondia,2024,Kharif,Onion,90.05,1939.98,Unseasonal Rain,174.7
Solapur,2022,Kharif,Tur (Pigeon Pea),19.57,4263.01,Heatwave,83.43
Sindhudurg,2022,Kharif,Wheat,69.41,3867.15,Soil Degradation,268.42
Nanded,2023,Zaid,Tur (Pigeon Pea),23.62,2287.77,Pest Attack,54.04
Solapur,2023,Kharif,Onion,71.49,595.91,Soil Degradation,42.6
Thane,2021,Zaid,Maize,53.15,2118.69,Pest Attack,112.61
Nagpur,2023,Rabi,Bajra,21.19,3354.53,Unseasonal Rain,71.08
Mumbai,2022,Rabi,Cotton,58.84,3006.98,Drought,176.93
Malegaon,2023,Kharif,Tur (Pigeon Pea),31.68,2369.26,Unseasonal Rain,75.06
Jalgaon,2024,Zaid,Soybean,40.6,2937.23,Heatwave,119.25
Ichalkaranji,2022,Rabi,Cotton,85.35,4610.06,Unseasonal Rain,393.47
Jalna,2021,Rabi,Tur (Pigeon Pea),82.91,4049.31,Heatwave,335.73
Nandurbar,2024,Zaid,Sugarcane,21.18,2361.8,Pest Attack,50.02
Bhusawal,2022,Kharif,Tur (Pigeon Pea),78.95,3825.54,Unseasonal Rain,302.03
Jalna,2021,Kharif,Tur (Pigeon Pea),66.32,1800.18,Disease,119.39
Ahmednagar,2022,Zaid,Wheat,21.39,433.33,Flood,9.27
Ratnagiri,2023,Zaid,Jowar,21.73,1517.49,Heatwave,32.98
Palghar,2024,Rabi,Maize,31.88,3592.92,Flood,114.54
Ulhasnagar,2023,Zaid,Bajra,52.73,3740.78,Disease,197.25
Dhule,2022,Kharif,Onion,51.12,2707.0,Pest Attack,138.38
Thane,2023,Rabi,Rice,58.88,454.79,Heatwave,26.78
Kalyan-Dombivli,2024,Kharif,Onion,39.94,1130.22,Unseasonal Rain,45.14
Latur,2024,Zaid,Onion,25.76,1214.82,Soil Degradation,31.29
Chandrapur,2022,Rabi,Rice,91.92,1113.08,Pest Attack,102.31
Amravati,2021,Kharif,Bajra,38.65,1149.21,Unseasonal Rain,44.42
Wardha,2022,Zaid,Soybean,30.09,4011.52,Heatwave,120.71
Malegaon,2024,Kharif,Bajra,85.1,1663.97,Soil Degradation,141.6
Nanded,2022,Rabi,Soybean,72.14,3436.71,Heatwave,247.92
Bhusawal,2022,Zaid,Maize,34.37,1792.49,Unseasonal Rain,61.61
Bhiwandi,2021,Zaid,Tur (Pigeon Pea),65.15,3663.4,Pest Attack,238.67
Sangli,2021,Zaid,Cotton,15.49,1165.33,Unseasonal Rain,18.05
Ichalkaranji,2024,Kharif,Soybean,16.83,3764.83,Pest Attack,63.36
Kolhapur,2021,Rabi,Sugarcane,53.56,547.38,Pest Attack,29.32
Washim,2021,Rabi,Rice,33.67,135.35,Heatwave,4.56
Nanded,2023,Rabi,Jowar,27.81,1157.43,Unseasonal Rain,32.19
Malegaon,2022,Zaid,Maize,84.5,3716.73,Heatwave,314.06
Vasai-Virar,2022,Kharif,Jowar,54.6,1485.35,Soil Degradation,81.1
Kolhapur,2023,Zaid,Tur (Pigeon Pea),21.98,1580.13,Flood,34.73
Parbhani,2023,Kharif,Sugarcane,43.57,4602.88,Pest Attack,200.55
Osmanabad,2022,Zaid,Onion,41.39,3468.54,Soil Degradation,143.56
Amravati,2023,Zaid,Onion,84.93,2732.46,Flood,232.07
Bhandara,2023,Zaid,Jowar,86.11,286.06,Disease,24.63
Washim,2021,Rabi,Sugarcane,53.74,3697.71,Heatwave,198.71
Kolhapur,2024,Rabi,Wheat,11.41,1742.49,Drought,19.88
Wardha,2022,Kharif,Sugarcane,21.38,477.69,Heatwave,10.21
Hingoli,2022,Kharif,Soybean,54.13,2093.74,Soil Degradation,113.33
Mira-Bhayandar,2024,Kharif,Soybean,33.45,3416.65,Disease,114.29
Latur,2022,Rabi,Jowar,41.79,988.94,Pest Attack,41.33
Nagpur,2023,Rabi,Soybean,24.62,4812.98,Unseasonal Rain,118.5
Latur,2021,Rabi,Rice,61.89,2468.35,Unseasonal Rain,152.77
Wardha,2023,Zaid,Tur (Pigeon Pea),93.3,709.64,Disease,66.21
Pune,2023,Rabi,Bajra,8.71,798.6,Unseasonal Rain,6.96
Chandrapur,2022,Kharif,Soybean,43.87,3563.22,Drought,156.32
Wardha,2022,Kharif,Cotton,88.69,2831.36,Pest Attack,251.11
Vasai-Virar,2022,Zaid,Onion,66.81,2455.68,Pest Attack,164.06
Nagpur,2024,Zaid,Maize,38.98,4825.18,Heatwave,188.09
Panvel,2024,Rabi,Soybean,36.7,3578.52,Disease,131.33
Malegaon,2021,Kharif,Wheat,35.1,4184.91,Pest Attack,146.89
Chandrapur,2022,Zaid,Cotton,10.5,3388.05,Disease,35.57
Aurangabad,2021,Rabi,Wheat,53.96,4287.19,Soil Degradation,231.34
Yavatmal,2024,Kharif,Cotton,61.86,3789.45,Soil Degradation,234.42
Nandurbar,2022,Kharif,Wheat,80.62,2281.27,Flood,183.92
Yavatmal,2024,Kharif,Tur (Pigeon Pea),19.96,4242.04,Soil Degradation,84.67
Sangli,2022,Zaid,Jowar,44.84,471.73,Pest Attack,21.15
Nashik,2023,Rabi,Wheat,26.62,3675.04,Disease,97.83
Kalyan-Dombivli,2024,Rabi,Wheat,89.75,2183.09,Pest Attack,195.93
Bhandara,2022,Zaid,Sugarcane,32.95,3996.47,Soil Degradation,131.68
Bhusawal,2024,Kharif,Jowar,40.16,3712.57,Soil Degradation,149.1
Hingoli,2024,Rabi,Bajra,78.52,4712.92,Unseasonal Rain,370.06
Washim,2021,Rabi,Cotton,68.04,3418.26,Flood,232.58
Gondia,2021,Kharif,Cotton,28.07,3998.86,Heatwave,112.25
Kalyan-Dombivli,2022,Rabi,Cotton,51.77,4244.37,Unseasonal Rain,219.73
Wardha,2024,Kharif,Cotton,61.16,773.79,Pest Attack,47.32
Ratnagiri,2022,Kharif,Bajra,31.01,2136.44,Drought,66.25
Yavatmal,2021,Kharif,Rice,63.9,1918.08,Heatwave,122.57
Gondia,2021,Rabi,Onion,92.54,3613.36,Drought,334.38
Jalna,2022,Zaid,Bajra,35.62,4949.9,Soil Degradation,176.32
Nagpur,2024,Rabi,Tur (Pigeon Pea),67.07,2047.65,Pest Attack,137.34
Nandurbar,2022,Kharif,Soybean,78.6,258.71,Unseasonal Rain,20.33
Dhule,2022,Zaid,Cotton,80.81,1116.83,Flood,90.25
Mumbai,2021,Rabi,Maize,85.43,2161.27,Unseasonal Rain,184.64
Bhiwandi,2022,Zaid,Maize,74.07,3218.62,Flood,238.4
Malegaon,2021,Rabi,Maize,18.49,2115.17,Pest Attack,39.11
Bhusawal,2021,Kharif,Jowar,11.49,2382.96,Drought,27.38
Bhusawal,2023,Kharif,Maize,7.01,2758.73,Disease,19.34
Ichalkaranji,2022,Zaid,Sugarcane,24.11,150.15,Drought,3.62
Sindhudurg,2021,Zaid,Tur (Pigeon Pea),24.83,1054.3,Soil Degradation,26.18
Malegaon,2022,Kharif,Soybean,18.8,4912.84,Pest Attack,92.36
Solapur,2024,Rabi,Rice,78.12,2633.81,Heatwave,205.75
Jalna,2021,Zaid,Soybean,85.07,3471.34,Flood,295.31
Bhandara,2023,Rabi,Rice,12.04,2663.8,Pest Attack,32.07
Mumbai,2024,Kharif,Tur (Pigeon Pea),68.04,3770.47,Heatwave,256.54
Vasai-Virar,2024,Kharif,Soybean,82.31,4698.62,Pest Attack,386.74
Washim,2022,Rabi,Tur (Pigeon Pea),13.26,4280.71,Unseasonal Rain,56.76
Palghar,2021,Kharif,Soybean,61.55,629.63,Drought,38.75
Ulhasnagar,2021,Rabi,Bajra,51.07,2922.6,Heatwave,149.26
Amravati,2022,Kharif,Jowar,81.67,151.33,Soil Degradation,12.36
Ichalkaranji,2021,Rabi,Sugarcane,11.39,3948.97,Heatwave,44.98
Wardha,2023,Kharif,Jowar,59.29,2420.57,Pest Attack,143.52
Yavatmal,2022,Zaid,Tur (Pigeon Pea),80.62,4090.44,Soil Degradation,329.77
Navi Mumbai,2023,Kharif,Tur (Pigeon Pea),14.59,3898.62,Flood,56.88
Palghar,2023,Rabi,Sugarcane,21.56,378.38,Disease,8.16
Vasai-Virar,2022,Kharif,Rice,76.01,238.24,Unseasonal Rain,18.11
Parbhani,2021,Zaid,Bajra,41.86,1502.92,Pest Attack,62.91
Ichalkaranji,2023,Zaid,Soybean,58.81,2020.72,Flood,118.84
Malegaon,2024,Zaid,Maize,63.16,3934.68,Drought,248.51
Latur,2022,Rabi,Tur (Pigeon Pea),62.48,3748.77,Soil Degradation,234.22
Bhusawal,2022,Rabi,Soybean,55.19,4260.52,Drought,235.14
Hingoli,2021,Kharif,Bajra,10.76,1437.04,Heatwave,15.46
Aurangabad,2024,Zaid,Cotton,12.76,2585.17,Heatwave,32.99
Ambarnath,2023,Kharif,Wheat,45.01,2780.3,Disease,125.14
Ahmednagar,2022,Zaid,Soybean,61.26,3188.36,Pest Attack,195.32
Sindhudurg,2021,Kharif,Tur (Pigeon Pea),60.32,3892.88,Flood,234.82
Kolhapur,2024,Rabi,Onion,38.98,4939.81,Pest Attack,192.55
Parbhani,2021,Rabi,Soybean,30.21,3181.61,Unseasonal Rain,96.12
Palghar,2021,Kharif,Onion,83.28,962.79,Unseasonal Rain,80.18
Amravati,2024,Kharif,Onion,76.96,529.15,Unseasonal Rain,40.72
Bhusawal,2024,Rabi,Tur (Pigeon Pea),52.95,3514.7,Unseasonal Rain,186.1
Akola,2024,Rabi,Soybean,7.23,1055.85,Pest Attack,7.63
Bhusawal,2024,Kharif,Rice,5.54,273.14,Flood,1.51
Mira-Bhayandar,2024,Rabi,Soybean,40.62,546.97,Drought,22.22
Panvel,2024,Zaid,Tur (Pigeon Pea),34.47,3071.85,Drought,105.89
Nandurbar,2021,Zaid,Soybean,40.0,2142.98,Soil Degradation,85.72
Solapur,2024,Kharif,Rice,14.31,761.18,Soil Degradation,10.89
Nagpur,2021,Zaid,Onion,94.26,526.03,Flood,49.58
Nanded,2024,Rabi,Tur (Pigeon Pea),42.33,1010.86,Disease,42.79
Ahmednagar,2023,Zaid,Cotton,54.5,4402.08,Flood,239.91
Nagpur,2024,Zaid,Soybean,60.32,2458.46,Flood,148.29
Parbhani,2022,Kharif,Rice,92.36,2217.08,Unseasonal Rain,204.77
Ichalkaranji,2021,Kharif,Rice,88.46,1563.06,Drought,138.27
Kolhapur,2023,Zaid,Jowar,53.65,2490.94,Soil Degradation,133.64
Malegaon,2021,Rabi,Bajra,87.88,4019.23,Disease,353.21
Ichalkaranji,2021,Rabi,Onion,77.38,403.99,Flood,31.26
Amravati,2024,Rabi,Jowar,36.7,2574.41,Soil Degradation,94.48
Beed,2022,Kharif,Tur (Pigeon Pea),34.56,3029.61,Soil Degradation,104.7
Panvel,2021,Kharif,Soybean,42.97,4174.89,Drought,179.4
Vasai-Virar,2023,Rabi,Cotton,86.54,4966.08,Unseasonal Rain,429.76
Ratnagiri,2023,Rabi,Maize,29.62,3265.58,Flood,96.73
Panvel,2022,Kharif,Rice,24.25,733.03,Disease,17.78
Chandrapur,2022,Kharif,Maize,22.58,2309.77,Soil Degradation,52.15
Sindhudurg,2023,Rabi,Rice,70.84,1790.52,Heatwave,126.84
Mumbai,2023,Rabi,Onion,80.82,4685.54,Soil Degradation,378.69
Gondia,2023,Zaid,Soybean,80.82,3804.06,Drought,307.44
Pune,2024,Kharif,Sugarcane,85.09,1104.49,Unseasonal Rain,93.98
Akola,2021,Rabi,Tur (Pigeon Pea),28.49,1026.62,Heatwave,29.25
Nanded,2022,Kharif,Rice,85.81,827.22,Flood,70.98
Nandurbar,2022,Rabi,Maize,31.37,4903.72,Soil Degradation,153.83
Malegaon,2021,Rabi,Tur (Pigeon Pea),22.1,3820.56,Flood,84.43
Yavatmal,2022,Kharif,Bajra,55.06,1869.21,Drought,102.92
Bhiwandi,2024,Kharif,Rice,86.56,3558.82,Disease,308.05
Nashik,2022,Kharif,Tur (Pigeon Pea),51.4,1639.48,Disease,84.27
Parbhani,2024,Kharif,Soybean,5.63,4665.54,Soil Degradation,26.27
Nandurbar,2022,Rabi,Maize,78.14,3319.6,Heatwave,259.39
Aurangabad,2023,Rabi,Maize,34.14,3429.61,Disease,117.09
Dhule,2021,Zaid,Onion,11.72,1068.1,Flood,12.52
Ambarnath,2024,Zaid,Tur (Pigeon Pea),47.03,2372.97,Drought,111.6
Bhandara,2024,Kharif,Bajra,90.62,1958.08,Disease,177.44
Osmanabad,2023,Kharif,Onion,49.42,1478.02,Unseasonal Rain,73.04
Beed,2022,Zaid,Bajra,49.8,3589.07,Drought,178.74
Thane,2022,Rabi,Wheat,57.61,1682.49,Flood,96.93
Akola,2022,Zaid,Rice,11.6,3573.39,Soil Degradation,41.45
Ahmednagar,2024,Kharif,Maize,84.73,1130.15,Disease,95.76
Yavatmal,2022,Rabi,Soybean,30.04,1364.07,Unseasonal Rain,40.98
Washim,2022,Rabi,Maize,50.71,1433.42,Disease,72.69
Akola,2023,Zaid,Wheat,53.75,1857.63,Heatwave,99.85
Akola,2021,Rabi,Jowar,77.5,4690.41,Disease,363.51
Ratnagiri,2023,Zaid,Maize,15.23,1567.18,Drought,23.87
Aurangabad,2022,Rabi,Bajra,65.47,4391.79,Soil Degradation,287.53
Mira-Bhayandar,2021,Zaid,Tur (Pigeon Pea),54.88,2744.33,Disease,150.61
Jalna,2022,Zaid,Bajra,31.38,3043.26,Disease,95.5
Palghar,2022,Kharif,Soybean,48.44,1307.38,Unseasonal Rain,63.33
Nashik,2023,Kharif,Cotton,33.52,4880.53,Flood,163.6
Malegaon,2022,Zaid,Sugarcane,12.85,4441.26,Soil Degradation,57.07
Solapur,2024,Rabi,Bajra,52.3,3686.09,Drought,192.78
Kolhapur,2022,Kharif,Wheat,55.27,2586.2,Flood,142.94
Bhusawal,2022,Kharif,Rice,5.18,2778.92,Pest Attack,14.39
Mira-Bhayandar,2022,Rabi,Bajra,73.99,1452.92,Heatwave,107.5
Vasai-Virar,2024,Rabi,Cotton,47.83,168.73,Drought,8.07
Mira-Bhayandar,2023,Rabi,Rice,40.35,4829.64,Drought,194.88
Osmanabad,2022,Zaid,Wheat,70.68,579.0,Pest Attack,40.92
Satara,2022,Zaid,Cotton,29.58,507.43,Drought,15.01
Latur,2023,Kharif,Bajra,11.9,1828.64,Heatwave,21.76
Malegaon,2023,Kharif,Rice,5.6,2147.46,Drought,12.03
Ambarnath,2024,Zaid,Wheat,31.82,734.94,Heatwave,23.39
Bhusawal,2023,Kharif,Bajra,88.14,2746.72,Drought,242.1
Palghar,2024,Kharif,Maize,41.59,2002.82,Soil Degradation,83.3
Akola,2021,Kharif,Wheat,16.61,1151.12,Flood,19.12
Washim,2023,Rabi,Tur (Pigeon Pea),57.73,2124.64,Soil Degradation,122.66
Ratnagiri,2023,Rabi,Jowar,73.79,4686.33,Soil Degradation,345.8
Ahmednagar,2023,Kharif,Wheat,62.78,3175.9,Soil Degradation,199.38
Washim,2023,Kharif,Jowar,78.81,186.75,Soil Degradation,14.72
Solapur,2024,Zaid,Onion,39.8,1449.28,Unseasonal Rain,57.68
Amravati,2023,Kharif,Wheat,17.37,129.97,Pest Attack,2.26
Mira-Bhayandar,2021,Zaid,Wheat,18.88,4807.59,Soil Degradation,90.77
Ahmednagar,2024,Rabi,Bajra,61.42,816.25,Unseasonal Rain,50.13
Yavatmal,2021,Zaid,Cotton,65.48,417.84,Pest Attack,27.36
Wardha,2024,Rabi,Onion,49.78,755.97,Disease,37.63
Sangli,2021,Zaid,Rice,8.94,828.83,Pest Attack,7.41
Pune,2023,Rabi,Cotton,13.04,1001.09,Drought,13.05
Hingoli,2024,Kharif,Onion,93.81,265.6,Unseasonal Rain,24.92
Sangli,2021,Zaid,Cotton,48.01,2707.33,Pest Attack,129.98
Osmanabad,2024,Kharif,Wheat,65.49,2698.9,Disease,176.75
Aurangabad,2024,Rabi,Cotton,21.0,1752.24,Disease,36.8
Malegaon,2024,Kharif,Tur (Pigeon Pea),53.22,3541.76,Pest Attack,188.49
Beed,2023,Zaid,Jowar,19.51,4965.7,Heatwave,96.88
Mumbai,2021,Rabi,Rice,25.73,3770.41,Pest Attack,97.01
Osmanabad,2023,Kharif,Rice,16.35,1336.67,Heatwave,21.85
Beed,2023,Zaid,Bajra,91.88,1828.09,Drought,167.96
Pune,2021,Zaid,Sugarcane,78.05,4744.22,Disease,370.29
Malegaon,2022,Kharif,Rice,62.8,2288.88,Soil Degradation,143.74
Ahmednagar,2023,Rabi,Tur (Pigeon Pea),85.91,1219.94,Drought,104.81
Parbhani,2021,Zaid,Jowar,57.28,1644.05,Unseasonal Rain,94.17
Nanded,2023,Rabi,Jowar,33.24,2446.65,Disease,81.33
Bhandara,2021,Rabi,Maize,31.16,3612.86,Heatwave,112.58
Mumbai,2023,Zaid,Wheat,89.94,4972.89,Unseasonal Rain,447.26
Bhusawal,2024,Rabi,Rice,35.25,1622.18,Flood,57.18
Nashik,2022,Rabi,Soybean,90.76,3801.13,Soil Degradation,344.99
Jalna,2023,Zaid,Onion,75.13,2342.57,Disease,176.0
Wardha,2023,Zaid,Bajra,42.56,4086.47,Pest Attack,173.92
Pune,2024,Rabi,Soybean,54.61,144.74,Flood,7.9
Ichalkaranji,2021,Zaid,Maize,82.34,4966.03,Heatwave,408.9
Ichalkaranji,2022,Kharif,Tur (Pigeon Pea),25.26,2959.03,Soil Degradation,74.75
Pune,2021,Kharif,Tur (Pigeon Pea),90.05,2827.76,Pest Attack,254.64
Ratnagiri,2021,Kharif,Sugarcane,9.33,2601.46,Flood,24.27
Ulhasnagar,2023,Kharif,Bajra,94.42,4038.66,Heatwave,381.33
Ahmednagar,2023,Kharif,Wheat,13.56,140.97,Drought,1.91
Sindhudurg,2021,Zaid,Wheat,39.16,1425.54,Disease,55.82
Solapur,2024,Kharif,Wheat,85.59,2005.15,Drought,171.62
Pune,2021,Kharif,Sugarcane,56.41,875.28,Flood,49.37
Ulhasnagar,2022,Kharif,Sugarcane,22.94,2777.46,Pest Attack,63.71
Osmanabad,2022,Zaid,Wheat,80.29,182.25,Disease,14.63
Latur,2024,Kharif,Sugarcane,38.0,2393.84,Soil Degradation,90.97
Jalgaon,2022,Rabi,Tur (Pigeon Pea),85.14,1979.98,Heatwave,168.58
Amravati,2022,Zaid,Sugarcane,83.06,4314.42,Unseasonal Rain,358.36
Beed,2021,Zaid,Maize,43.47,1968.91,Heatwave,85.59
Mumbai,2021,Rabi,Wheat,61.52,965.03,Unseasonal Rain,59.37
Vasai-Virar,2023,Kharif,Bajra,55.13,3897.05,Pest Attack,214.84
Kolhapur,2023,Kharif,Tur (Pigeon Pea),11.64,4578.94,Pest Attack,53.3
Gondia,2022,Kharif,Tur (Pigeon Pea),32.58,2730.39,Soil Degradation,88.96
Beed,2022,Rabi,Onion,70.76,3453.0,Heatwave,244.33
Chandrapur,2024,Kharif,Cotton,55.68,4322.6,Heatwave,240.68
Washim,2022,Rabi,Soybean,79.46,3808.03,Unseasonal Rain,302.59
Ratnagiri,2023,Rabi,Tur (Pigeon Pea),92.76,4819.68,Heatwave,447.07
Malegaon,2021,Kharif,Onion,71.61,4697.07,Soil Degradation,336.36
Nashik,2024,Kharif,Sugarcane,47.14,2877.56,Pest Attack,135.65
Bhiwandi,2023,Rabi,Rice,70.87,3441.32,Flood,243.89
Nashik,2021,Zaid,Wheat,76.76,3028.96,Pest Attack,232.5
Palghar,2022,Zaid,Sugarcane,16.1,1039.9,Disease,16.74
Akola,2021,Zaid,Soybean,50.77,1160.39,Heatwave,58.91
Ulhasnagar,2023,Rabi,Maize,44.38,4466.0,Heatwave,198.2
Ratnagiri,2021,Rabi,Soybean,50.55,773.19,Heatwave,39.08
Panvel,2022,Kharif,Tur (Pigeon Pea),48.39,3269.04,Drought,158.19
Akola,2023,Rabi,Bajra,91.89,1546.95,Disease,142.15
Satara,2023,Kharif,Rice,58.04,615.18,Heatwave,35.71
Satara,2021,Rabi,Soybean,67.56,3405.08,Soil Degradation,230.05
Jalna,2024,Kharif,Soybean,16.84,2716.13,Drought,45.74
Latur,2024,Rabi,Bajra,13.28,2018.93,Pest Attack,26.81
Ratnagiri,2022,Kharif,Bajra,54.54,1590.98,Disease,86.77
Jalgaon,2024,Zaid,Wheat,16.62,2228.52,Soil Degradation,37.04
Amravati,2021,Zaid,Jowar,58.33,3995.82,Disease,233.08
Washim,2023,Rabi,Jowar,60.39,2379.67,Soil Degradation,143.71
Nandurbar,2022,Kharif,Jowar,72.25,2633.98,Unseasonal Rain,190.31
Ahmednagar,2023,Rabi,Sugarcane,63.99,980.73,Disease,62.76
Amravati,2023,Zaid,Jowar,33.45,3072.7,Pest Attack,102.78
Kalyan-Dombivli,2021,Rabi,Cotton,82.62,1102.4,Disease,91.08
Kolhapur,2022,Zaid,Maize,35.21,2246.47,Pest Attack,79.1
Chandrapur,2023,Rabi,Wheat,8.49,4362.93,Unseasonal Rain,37.04
Parbhani,2022,Zaid,Bajra,61.61,3726.15,Soil Degradation,229.57
Aurangabad,2024,Zaid,Sugarcane,51.23,297.16,Pest Attack,15.22
Satara,2022,Rabi,Tur (Pigeon Pea),90.53,866.78,Soil Degradation,78.47
Bhandara,2022,Kharif,Tur (Pigeon Pea),29.95,751.73,Unseasonal Rain,22.51
Nandurbar,2021,Kharif,Soybean,69.96,4334.58,Heatwave,303.25
Hingoli,2023,Kharif,Onion,69.38,4233.85,Flood,293.74
Hingoli,2024,Kharif,Soybean,39.07,4060.82,Heatwave,158.66
Ratnagiri,2021,Kharif,Maize,70.19,2393.57,Drought,168.0
Chandrapur,2024,Zaid,Onion,73.94,2694.56,Disease,199.24
Solapur,2024,Rabi,Maize,58.13,4759.6,Drought,276.68
Mira-Bhayandar,2023,Zaid,Bajra,79.84,1815.83,Flood,144.98
Sindhudurg,2021,Kharif,Tur (Pigeon Pea),79.94,2139.77,Soil Degradation,171.05
Malegaon,2023,Kharif,Sugarcane,60.01,2087.83,Drought,125.29
Bhandara,2021,Zaid,Bajra,82.03,3552.36,Soil Degradation,291.4
Sindhudurg,2021,Rabi,Wheat,89.39,3510.98,Drought,313.85
Washim,2022,Rabi,Onion,80.12,3765.57,Pest Attack,301.7
Latur,2021,Rabi,Cotton,93.9,1086.17,Unseasonal Rain,101.99
Akola,2021,Kharif,Cotton,92.21,403.36,Pest Attack,37.19
Chandrapur,2024,Zaid,Onion,56.9,2179.54,Pest Attack,124.02
Amravati,2023,Rabi,Cotton,26.85,2930.11,Soil Degradation,78.67
Yavatmal,2022,Kharif,Sugarcane,7.66,3942.26,Flood,30.2
Palghar,2022,Rabi,Sugarcane,48.4,2456.66,Drought,118.9
Ambarnath,2021,Kharif,Onion,48.44,2753.22,Drought,133.37
Malegaon,2023,Rabi,Tur (Pigeon Pea),53.57,4544.09,Pest Attack,243.43
Satara,2023,Zaid,Sugarcane,76.04,3780.44,Drought,287.46
Solapur,2024,Kharif,Wheat,54.48,2896.25,Pest Attack,157.79
Solapur,2024,Kharif,Jowar,56.3,2892.79,Disease,162.86
Ulhasnagar,2024,Rabi,Cotton,29.62,2530.23,Heatwave,74.95
Osmanabad,2024,Rabi,Jowar,74.92,1104.96,Heatwave,82.78
Amravati,2023,Rabi,Cotton,49.63,4919.0,Pest Attack,244.13
Vasai-Virar,2021,Rabi,Cotton,22.54,1285.78,Pest Attack,28.98
Latur,2021,Rabi,Bajra,93.6,1986.8,Disease,185.96
Beed,2022,Zaid,Cotton,45.15,2692.67,Flood,121.57
Ratnagiri,2024,Rabi,Soybean,61.98,4597.05,Unseasonal Rain,284.93
Bhandara,2023,Zaid,Jowar,54.73,665.85,Drought,36.44
Amravati,2023,Zaid,Tur (Pigeon Pea),37.17,3227.59,Heatwave,119.97
Gondia,2022,Kharif,Maize,55.51,1499.26,Drought,83.22
Pune,2021,Kharif,Tur (Pigeon Pea),38.83,457.0,Flood,17.75
Panvel,2022,Kharif,Wheat,40.33,3934.26,Drought,158.67
Yavatmal,2021,Zaid,Wheat,56.0,2032.44,Flood,113.82
Malegaon,2021,Rabi,Bajra,92.02,3260.63,Flood,300.04
Ahmednagar,2021,Rabi,Maize,43.87,2141.83,Drought,93.96
Mira-Bhayandar,2021,Kharif,Jowar,43.68,142.35,Heatwave,6.22
Kolhapur,2023,Zaid,Bajra,10.86,3717.17,Heatwave,40.37
Solapur,2022,Kharif,Tur (Pigeon Pea),38.11,2103.3,Drought,80.16
Dhule,2024,Zaid,Onion,31.92,278.67,Pest Attack,8.9
Parbhani,2024,Zaid,Bajra,12.87,1720.99,Drought,22.15
Osmanabad,2024,Rabi,Maize,59.74,1674.43,Pest Attack,100.03
Satara,2024,Kharif,Rice,32.22,2366.4,Flood,76.25
Satara,2023,Rabi,Jowar,45.61,1937.91,Flood,88.39
Panvel,2021,Zaid,Maize,65.8,3777.47,Heatwave,248.56
Chandrapur,2024,Zaid,Soybean,13.51,2984.63,Disease,40.32
Mumbai,2023,Kharif,Jowar,84.94,1413.69,Disease,120.08
Dhule,2023,Rabi,Jowar,62.67,4002.92,Heatwave,250.86
Navi Mumbai,2024,Kharif,Maize,18.29,1147.47,Disease,20.99
Kolhapur,2023,Rabi,Jowar,87.7,2131.27,Heatwave,186.91
Akola,2023,Rabi,Maize,70.02,2813.93,Flood,197.03
Thane,2022,Rabi,Maize,51.47,3595.89,Drought,185.08
Sangli,2021,Rabi,Sugarcane,36.6,2783.57,Disease,101.88
Gondia,2021,Rabi,Onion,26.39,3500.77,Unseasonal Rain,92.39
Mira-Bhayandar,2023,Kharif,Bajra,45.11,2088.68,Unseasonal Rain,94.22
Aurangabad,2024,Rabi,Cotton,67.33,2467.3,Pest Attack,166.12
Satara,2022,Rabi,Tur (Pigeon Pea),43.93,1595.66,Heatwave,70.1
Wardha,2022,Rabi,Maize,36.7,4495.15,Flood,164.97
Satara,2021,Rabi,Wheat,41.17,2442.87,Heatwave,100.57
Amravati,2022,Kharif,Maize,88.07,3991.49,Unseasonal Rain,351.53
