Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_14519,Buldhana,2022,8.73,5.61,2.1,6.16,High,Groundwater Depletion
DR_14520,Aurangabad,2023,1.48,4.84,2.2,2.97,Medium,Unemployment
DR_14521,Ratnagiri,2020,4.75,9.63,7.49,7.25,High,Unemployment
DR_14522,Hingoli,2022,2.46,8.79,6.8,5.86,High,Unemployment
DR_14523,Buldhana,2022,3.72,4.32,6.27,4.47,Medium,Aging Infrastructure
DR_14524,Kolhapur,2023,7.87,10,3.92,7.93,Critical,Unemployment
DR_14525,Osmanabad,2022,5.51,4.94,9.91,6.16,High,Aging Infrastructure
DR_14526,Nanded,2021,9.79,4.32,5.3,6.7,High,Flood Risk
DR_14527,Chandrapur,2022,3.7,1.09,8.27,3.57,Medium,Aging Infrastructure
DR_14528,Raigad,2021,1.12,2.98,3.18,2.27,Low,Aging Infrastructure
DR_14529,Ratnagiri,2023,6.19,1.66,6.15,4.37,Medium,Groundwater Depletion
DR_14530,Nashik,2021,6.59,8.93,3.12,6.83,High,Industrial Decline
DR_14531,Dhule,2022,3.84,1.14,6.42,3.27,Medium,Aging Infrastructure
DR_14532,Amravati,2021,8.75,9.06,5.25,8.17,Critical,Inflation Impact
DR_14533,Jalna,2022,1.48,4.69,3.76,3.22,Medium,Unemployment
DR_14534,Satara,2021,2.14,4.36,4.13,3.43,Medium,Inflation Impact
DR_14535,Hingoli,2023,8.47,3.99,7.81,6.55,High,Drought Susceptibility
DR_14536,Yavatmal,2024,1.77,2.74,9.32,3.67,Medium,Aging Infrastructure
DR_14537,Nanded,2021,4.01,3.75,4.15,3.93,Medium,Aging Infrastructure
DR_14538,Gondia,2021,4.86,1.19,5.39,3.5,Medium,Aging Infrastructure
DR_14539,Ratnagiri,2022,5.58,2.33,9.69,5.1,High,Aging Infrastructure
DR_14540,Nanded,2022,5.81,2.15,5.13,4.21,Medium,Groundwater Depletion
DR_14541,Raigad,2020,5.65,4.12,3.51,4.61,Medium,Flood Risk
DR_14542,Jalna,2024,7.06,2.25,7.39,5.2,High,Aging Infrastructure
DR_14543,Yavatmal,2020,3.15,6.93,1.63,4.36,Medium,Unemployment
DR_14544,Aurangabad,2023,2.5,4.24,1.1,2.92,Medium,Inflation Impact
DR_14545,Kolhapur,2022,8.64,8.48,2.14,7.28,High,Groundwater Depletion
DR_14546,Akola,2022,9.96,5.15,2.77,6.6,High,Drought Susceptibility
DR_14547,Buldhana,2024,2.71,3.77,4.44,3.48,Medium,Aging Infrastructure
DR_14548,Bhandara,2024,2.06,4.86,9.83,4.74,Medium,Aging Infrastructure
DR_14549,Ahmednagar,2021,4.85,9.08,7.43,7.06,High,Inflation Impact
DR_14550,Ahmednagar,2021,2.87,9.98,7.82,6.7,High,Unemployment
DR_14551,Mumbai City,2023,9.26,4.87,7.56,7.17,High,Drought Susceptibility
DR_14552,Pune,2021,8.57,2.19,2.59,4.82,Medium,Groundwater Depletion
DR_14553,Bhandara,2022,3.03,2.85,5.25,3.41,Medium,Aging Infrastructure
DR_14554,Wardha,2024,9.32,4.97,2.11,6.14,High,Drought Susceptibility
DR_14555,Dhule,2023,2.38,7.73,3.52,4.75,Medium,Unemployment
DR_14556,Thane,2020,3.8,4.07,6.17,4.38,Medium,Aging Infrastructure
DR_14557,Chandrapur,2020,5.85,7.82,1.83,5.83,High,Inflation Impact
DR_14558,Sangli,2022,9.04,3.86,5.83,6.33,High,Groundwater Depletion
DR_14559,Palghar,2024,4.68,2.15,8.37,4.4,Medium,Aging Infrastructure
DR_14560,Washim,2022,5.47,9.87,6.26,7.39,High,Industrial Decline
DR_14561,Sindhudurg,2024,6.82,5.59,2.43,5.45,High,Groundwater Depletion
DR_14562,Nandurbar,2022,5.19,5.18,8.32,5.81,High,Aging Infrastructure
DR_14563,Buldhana,2023,5.15,7.74,7.26,6.61,High,Unemployment
DR_14564,Raigad,2023,2.11,9.95,3.61,5.55,High,Inflation Impact
DR_14565,Aurangabad,2021,5.02,5.41,4.67,5.11,High,Unemployment
DR_14566,Hingoli,2021,5.19,7.5,5.82,6.24,High,Industrial Decline
DR_14567,Palghar,2024,1.53,1.62,1.77,1.61,Low,Aging Infrastructure
DR_14568,Ahmednagar,2021,5.15,4.94,7.57,5.55,High,Aging Infrastructure
DR_14569,Buldhana,2020,5.05,3.76,8.37,5.2,High,Aging Infrastructure
DR_14570,Jalgaon,2020,8.38,10,9.92,9.34,Critical,Unemployment
DR_14571,Sangli,2023,3.51,9.04,1.28,5.28,High,Industrial Decline
DR_14572,Ahmednagar,2021,5.4,9.9,5.81,7.28,High,Unemployment
DR_14573,Osmanabad,2022,9.59,10,9.43,9.72,Critical,Industrial Decline
DR_14574,Hingoli,2023,6.76,9.87,8.71,8.39,Critical,Industrial Decline
DR_14575,Ratnagiri,2024,1.81,2.9,6.35,3.15,Medium,Aging Infrastructure
DR_14576,Sindhudurg,2020,3.45,6.26,6.22,5.13,High,Unemployment
DR_14577,Nagpur,2023,1.75,5.09,2.72,3.28,Medium,Industrial Decline
DR_14578,Nashik,2020,7.93,10,4.87,8.15,Critical,Inflation Impact
DR_14579,Ahmednagar,2022,7.47,6.92,3.49,6.45,High,Flood Risk
DR_14580,Satara,2023,8.04,10,9.37,9.09,Critical,Unemployment
DR_14581,Buldhana,2021,9.32,10,2.1,8.15,Critical,Inflation Impact
DR_14582,Buldhana,2023,1.6,8.25,9.11,5.76,High,Aging Infrastructure
DR_14583,Mumbai Suburban,2022,4.76,4.93,8.23,5.52,High,Aging Infrastructure
DR_14584,Osmanabad,2023,4.28,8.56,1.56,5.45,High,Industrial Decline
DR_14585,Jalna,2020,5.15,3.98,6.63,4.98,Medium,Aging Infrastructure
DR_14586,Raigad,2024,6.5,5.52,8.51,6.51,High,Aging Infrastructure
DR_14587,Chandrapur,2021,8.23,4.82,1.05,5.43,High,Flood Risk
DR_14588,Nashik,2024,4.82,4.2,8.73,5.35,High,Aging Infrastructure
DR_14589,Mumbai Suburban,2024,6.02,9.25,9.76,8.06,Critical,Aging Infrastructure
DR_14590,Sangli,2024,8.11,8.92,9.24,8.66,Critical,Aging Infrastructure
DR_14591,Nandurbar,2023,5.5,2.44,8.31,4.84,Medium,Aging Infrastructure
DR_14592,Osmanabad,2020,4.56,2.04,1.83,3.0,Medium,Groundwater Depletion
DR_14593,Hingoli,2024,8.8,10,3.78,8.27,Critical,Unemployment
DR_14594,Nanded,2021,1.92,2.26,7.16,3.1,Medium,Aging Infrastructure
DR_14595,Hingoli,2022,6.72,4.46,1.18,4.71,Medium,Groundwater Depletion
DR_14596,Mumbai City,2021,3.24,5.19,8.49,5.07,High,Aging Infrastructure
DR_14597,Buldhana,2024,1.66,1.16,3.4,1.81,Low,Aging Infrastructure
DR_14598,Buldhana,2020,1.12,7.37,6.02,4.6,Medium,Inflation Impact
DR_14599,Ahmednagar,2023,9.53,5.37,8.65,7.69,Critical,Drought Susceptibility
DR_14600,Yavatmal,2021,4.59,8.35,4.53,6.08,High,Unemployment
DR_14601,Dhule,2023,4.33,6.88,1.17,4.72,Medium,Unemployment
DR_14602,Aurangabad,2022,5.88,9.21,7.63,7.56,Critical,Inflation Impact
DR_14603,Raigad,2020,8.26,2.24,7.3,5.66,High,Drought Susceptibility
DR_14604,Chandrapur,2024,2.79,4.49,6.13,4.14,Medium,Aging Infrastructure
DR_14605,Mumbai Suburban,2024,1.81,4.38,2.19,2.91,Medium,Inflation Impact
DR_14606,Jalgaon,2021,3.28,4.58,7.8,4.7,Medium,Aging Infrastructure
DR_14607,Pune,2020,7.23,3.03,7.87,5.68,High,Aging Infrastructure
DR_14608,Aurangabad,2023,9.86,10,7.18,9.38,Critical,Unemployment
DR_14609,Jalgaon,2021,4.41,9.81,6.55,7.0,High,Inflation Impact
DR_14610,Nanded,2024,4.87,9.3,7.31,7.13,High,Inflation Impact
DR_14611,Palghar,2020,3.51,3.21,9.96,4.68,Medium,Aging Infrastructure
DR_14612,Raigad,2020,6.25,6.58,3.41,5.81,High,Industrial Decline
DR_14613,Mumbai Suburban,2021,7.27,3.72,5.54,5.5,High,Groundwater Depletion
DR_14614,Aurangabad,2021,3.11,8.14,8.83,6.27,High,Aging Infrastructure
DR_14615,Dhule,2021,9.47,6.41,5.83,7.52,Critical,Drought Susceptibility
DR_14616,Buldhana,2022,3.08,3.28,7.54,4.05,Medium,Aging Infrastructure
DR_14617,Gondia,2024,4.96,2.19,2.59,3.38,Medium,Drought Susceptibility
DR_14618,Raigad,2021,4.07,4.81,4.47,4.45,Medium,Unemployment
DR_14619,Osmanabad,2024,8.21,3.29,2.06,5.01,High,Groundwater Depletion
DR_14620,Chandrapur,2024,5.01,8.09,1.04,5.45,High,Inflation Impact
DR_14621,Raigad,2021,5.43,7.84,3.43,5.99,High,Inflation Impact
DR_14622,Parbhani,2024,9.49,3.93,3.12,5.99,High,Flood Risk
DR_14623,Bhandara,2023,7.49,4.47,6.49,6.08,High,Groundwater Depletion
DR_14624,Wardha,2020,9.22,9.61,4.9,8.51,Critical,Unemployment
DR_14625,Bhandara,2024,4.56,3.47,1.79,3.57,Medium,Flood Risk
DR_14626,Raigad,2023,2.0,6.51,2.08,3.82,Medium,Unemployment
DR_14627,Ahmednagar,2023,8.08,7.01,7.88,7.61,Critical,Groundwater Depletion
DR_14628,Dhule,2024,2.03,8.4,8.96,5.97,High,Aging Infrastructure
DR_14629,Dhule,2020,6.24,2.29,7.1,4.83,Medium,Aging Infrastructure
DR_14630,Raigad,2022,5.62,3.22,2.9,4.11,Medium,Drought Susceptibility
DR_14631,Nashik,2024,8.32,6.33,4.68,6.8,High,Groundwater Depletion
DR_14632,Hingoli,2021,7.91,3.08,6.56,5.71,High,Drought Susceptibility
DR_14633,Beed,2021,8.79,3.27,2.48,5.32,High,Flood Risk
DR_14634,Nagpur,2020,7.58,10,2.46,7.53,Critical,Inflation Impact
DR_14635,Latur,2022,5.21,8.23,9.56,7.29,High,Aging Infrastructure
DR_14636,Gadchiroli,2023,2.21,8.29,3.45,4.89,Medium,Inflation Impact
DR_14637,Nanded,2024,1.73,8.24,3.33,4.65,Medium,Industrial Decline
DR_14638,Buldhana,2020,9.44,1.79,2.66,5.02,High,Flood Risk
DR_14639,Jalgaon,2023,3.08,6.12,4.66,4.62,Medium,Industrial Decline
DR_14640,Parbhani,2023,5.3,1.92,2.74,3.44,Medium,Drought Susceptibility
DR_14641,Hingoli,2022,1.29,4.18,9.57,4.1,Medium,Aging Infrastructure
DR_14642,Mumbai City,2021,3.84,6.51,1.44,4.43,Medium,Industrial Decline
DR_14643,Beed,2023,8.38,9.34,2.44,7.57,Critical,Inflation Impact
DR_14644,Washim,2024,3.33,8.69,7.32,6.27,High,Unemployment
DR_14645,Wardha,2021,3.12,1.88,5.26,3.05,Medium,Aging Infrastructure
DR_14646,Buldhana,2021,5.95,1.62,4.07,3.84,Medium,Flood Risk
DR_14647,Mumbai Suburban,2024,7.0,4.83,6.41,6.01,High,Groundwater Depletion
DR_14648,Nandurbar,2021,7.0,6.75,6.36,6.78,High,Drought Susceptibility
DR_14649,Nagpur,2020,4.41,9.57,2.71,6.13,High,Unemployment
DR_14650,Bhandara,2022,5.38,4.4,7.91,5.49,High,Aging Infrastructure
DR_14651,Solapur,2021,4.4,9.26,1.79,5.82,High,Inflation Impact
DR_14652,Jalna,2021,9.12,7.25,3.36,7.22,High,Flood Risk
DR_14653,Jalna,2024,4.72,5.56,9.56,6.02,High,Aging Infrastructure
DR_14654,Osmanabad,2021,8.89,4.62,3.59,6.12,High,Drought Susceptibility
DR_14655,Chandrapur,2020,3.82,2.19,2.78,2.96,Medium,Flood Risk
DR_14656,Nanded,2022,4.52,4.71,3.83,4.46,Medium,Industrial Decline
DR_14657,Raigad,2022,8.61,9.0,9.42,8.93,Critical,Aging Infrastructure
DR_14658,Dhule,2021,9.56,4.1,1.83,5.83,High,Groundwater Depletion
DR_14659,Akola,2024,1.06,6.94,7.57,4.71,Medium,Aging Infrastructure
DR_14660,Yavatmal,2024,7.94,7.2,6.06,7.27,High,Drought Susceptibility
DR_14661,Thane,2024,2.38,3.67,6.42,3.7,Medium,Aging Infrastructure
DR_14662,Raigad,2021,4.19,2.04,1.78,2.85,Medium,Groundwater Depletion
DR_14663,Chandrapur,2023,4.39,4.82,8.39,5.36,High,Aging Infrastructure
DR_14664,Nandurbar,2022,7.56,9.11,3.01,7.27,High,Inflation Impact
DR_14665,Sindhudurg,2023,8.36,7.7,7.68,7.96,Critical,Drought Susceptibility
DR_14666,Bhandara,2020,8.68,6.9,6.62,7.56,Critical,Flood Risk
DR_14667,Osmanabad,2020,2.46,8.57,6.8,5.77,High,Inflation Impact
DR_14668,Nashik,2020,7.98,10,6.59,8.51,Critical,Unemployment
DR_14669,Washim,2024,6.07,8.07,3.19,6.29,High,Industrial Decline
DR_14670,Solapur,2023,5.64,2.85,5.92,4.58,Medium,Aging Infrastructure
DR_14671,Wardha,2020,9.03,10,6.47,8.9,Critical,Inflation Impact
DR_14672,Beed,2022,4.45,6.69,9.67,6.39,High,Aging Infrastructure
DR_14673,Buldhana,2023,7.78,9.52,8.64,8.64,Critical,Industrial Decline
DR_14674,Thane,2023,8.23,7.68,9.79,8.32,Critical,Aging Infrastructure
DR_14675,Mumbai Suburban,2021,7.25,8.06,9.97,8.12,Critical,Aging Infrastructure
DR_14676,Akola,2023,7.53,10,8.35,8.68,Critical,Inflation Impact
DR_14677,Ahmednagar,2023,3.6,5.51,6.83,5.01,High,Aging Infrastructure
DR_14678,Latur,2023,7.29,6.07,4.53,6.25,High,Flood Risk
DR_14679,Amravati,2022,7.7,9.02,7.7,8.23,Critical,Unemployment
DR_14680,Sindhudurg,2023,9.84,2.75,7.27,6.49,High,Drought Susceptibility
DR_14681,Washim,2021,1.33,8.4,7.37,5.37,High,Industrial Decline
DR_14682,Solapur,2024,8.05,6.25,7.92,7.3,High,Groundwater Depletion
DR_14683,Kolhapur,2021,1.06,5.83,5.88,3.93,Medium,Aging Infrastructure
DR_14684,Dhule,2020,7.3,10,2.8,7.48,High,Industrial Decline
DR_14685,Buldhana,2020,4.66,8.99,1.81,5.82,High,Industrial Decline
DR_14686,Beed,2021,2.69,4.63,7.37,4.41,Medium,Aging Infrastructure
DR_14687,Raigad,2021,3.76,7.54,4.64,5.45,High,Industrial Decline
DR_14688,Beed,2020,6.85,1.93,7.58,5.03,High,Aging Infrastructure
DR_14689,Hingoli,2020,1.24,6.11,3.84,3.7,Medium,Inflation Impact
DR_14690,Ratnagiri,2023,4.84,1.54,9.19,4.39,Medium,Aging Infrastructure
DR_14691,Wardha,2022,9.52,1.07,8.99,6.03,High,Drought Susceptibility
DR_14692,Nagpur,2023,8.38,6.05,6.69,7.11,High,Drought Susceptibility
DR_14693,Solapur,2020,1.77,5.25,2.73,3.36,Medium,Inflation Impact
DR_14694,Palghar,2022,2.85,4.27,2.72,3.39,Medium,Inflation Impact
DR_14695,Solapur,2024,3.34,6.85,6.4,5.35,High,Inflation Impact
DR_14696,Aurangabad,2022,4.09,1.26,1.81,2.5,Low,Drought Susceptibility
DR_14697,Hingoli,2023,3.93,3.89,9.03,4.93,Medium,Aging Infrastructure
DR_14698,Osmanabad,2022,6.25,2.67,2.66,4.1,Medium,Groundwater Depletion
DR_14699,Ahmednagar,2022,1.7,6.21,8.26,4.82,Medium,Aging Infrastructure
DR_14700,Nanded,2024,9.8,4.91,8.34,7.55,Critical,Flood Risk
DR_14701,Pune,2024,1.38,2.04,6.82,2.73,Medium,Aging Infrastructure
DR_14702,Amravati,2022,5.75,4.12,9.83,5.91,High,Aging Infrastructure
DR_14703,Nandurbar,2023,5.36,8.99,5.52,6.84,High,Unemployment
DR_14704,Akola,2022,1.48,8.25,9.29,5.75,High,Aging Infrastructure
DR_14705,Aurangabad,2021,2.95,9.95,2.16,5.59,High,Inflation Impact
DR_14706,Solapur,2023,9.48,10,3.88,8.57,Critical,Inflation Impact
DR_14707,Palghar,2024,9.09,10,7.89,9.21,Critical,Industrial Decline
DR_14708,Bhandara,2021,6.01,9.17,8.14,7.7,Critical,Inflation Impact
DR_14709,Washim,2024,9.22,4.73,9.86,7.55,Critical,Aging Infrastructure
DR_14710,Hingoli,2021,7.37,2.19,2.73,4.37,Medium,Groundwater Depletion
DR_14711,Amravati,2021,3.03,6.92,7.55,5.49,High,Aging Infrastructure
DR_14712,Jalgaon,2024,7.92,6.72,8.86,7.63,Critical,Aging Infrastructure
DR_14713,Sangli,2021,9.71,3.21,5.57,6.28,High,Groundwater Depletion
DR_14714,Nagpur,2024,9.91,2.59,5.42,6.08,High,Groundwater Depletion
DR_14715,Kolhapur,2024,7.84,10,2.87,7.71,Critical,Inflation Impact
DR_14716,Raigad,2020,2.6,1.41,4.13,2.43,Low,Aging Infrastructure
DR_14717,Palghar,2023,3.68,8.38,7.78,6.38,High,Inflation Impact
DR_14718,Nandurbar,2021,5.96,2.27,6.52,4.6,Medium,Aging Infrastructure
DR_14719,Akola,2023,1.76,2.65,6.23,3.01,Medium,Aging Infrastructure
DR_14720,Satara,2024,3.06,8.02,8.0,6.03,High,Unemployment
DR_14721,Ratnagiri,2024,2.64,9.08,2.04,5.1,High,Unemployment
DR_14722,Nagpur,2021,7.68,9.22,6.41,8.04,Critical,Inflation Impact
DR_14723,Palghar,2024,4.38,8.24,8.13,6.67,High,Inflation Impact
DR_14724,Buldhana,2020,3.76,7.93,4.27,5.53,High,Inflation Impact
DR_14725,Satara,2020,4.21,7.95,1.98,5.26,High,Industrial Decline
DR_14726,Nashik,2024,3.77,4.79,3.21,4.07,Medium,Inflation Impact
DR_14727,Gondia,2022,8.7,8.18,3.52,7.45,High,Flood Risk
DR_14728,Nashik,2021,3.67,1.73,4.24,3.01,Medium,Aging Infrastructure
DR_14729,Raigad,2022,7.56,10,7.95,8.61,Critical,Inflation Impact
DR_14730,Ratnagiri,2022,4.23,4.25,8.29,5.05,High,Aging Infrastructure
DR_14731,Jalna,2023,2.28,8.25,8.86,5.99,High,Aging Infrastructure
DR_14732,Kolhapur,2021,2.51,6.99,7.08,5.22,High,Aging Infrastructure
DR_14733,Nandurbar,2022,9.4,10,6.32,9.02,Critical,Industrial Decline
DR_14734,Bhandara,2024,7.62,3.58,9.87,6.46,High,Aging Infrastructure
DR_14735,Satara,2023,7.32,4.82,3.0,5.45,High,Flood Risk
DR_14736,Solapur,2021,8.09,7.08,2.57,6.58,High,Groundwater Depletion
DR_14737,Satara,2020,4.64,1.99,5.15,3.68,Medium,Aging Infrastructure
DR_14738,Sangli,2022,2.1,3.4,3.63,2.92,Medium,Aging Infrastructure
DR_14739,Akola,2021,5.94,9.39,8.5,7.84,Critical,Industrial Decline
DR_14740,Sangli,2020,6.15,2.01,8.46,4.96,Medium,Aging Infrastructure
DR_14741,Hingoli,2022,7.06,7.39,4.23,6.63,High,Unemployment
DR_14742,Solapur,2024,5.52,1.94,2.16,3.42,Medium,Drought Susceptibility
DR_14743,Washim,2020,2.13,5.14,3.22,3.55,Medium,Industrial Decline
DR_14744,Nanded,2024,5.55,6.21,2.65,5.23,High,Unemployment
DR_14745,Amravati,2022,4.1,4.68,4.74,4.46,Medium,Aging Infrastructure
DR_14746,Nashik,2022,8.7,8.81,2.75,7.55,Critical,Unemployment
DR_14747,Ahmednagar,2020,8.83,9.55,5.72,8.5,Critical,Unemployment
DR_14748,Aurangabad,2021,1.66,1.02,6.63,2.4,Low,Aging Infrastructure
DR_14749,Sangli,2023,6.54,8.37,6.22,7.21,High,Industrial Decline
DR_14750,Jalgaon,2024,6.05,9.61,2.42,6.75,High,Unemployment
DR_14751,Jalna,2023,8.82,8.6,9.74,8.92,Critical,Aging Infrastructure
DR_14752,Nanded,2024,2.69,2.02,6.28,3.14,Medium,Aging Infrastructure
DR_14753,Gondia,2021,3.92,9.92,3.78,6.29,High,Industrial Decline
DR_14754,Yavatmal,2022,9.6,6.06,4.39,7.14,High,Flood Risk
DR_14755,Nanded,2023,9.57,5.66,1.23,6.34,High,Drought Susceptibility
DR_14756,Parbhani,2021,4.08,7.77,7.21,6.18,High,Industrial Decline
DR_14757,Gadchiroli,2024,3.05,7.96,5.59,5.52,High,Industrial Decline
DR_14758,Chandrapur,2022,5.47,9.97,8.65,7.91,Critical,Unemployment
DR_14759,Dhule,2023,5.69,5.3,5.9,5.58,High,Aging Infrastructure
DR_14760,Washim,2024,8.03,5.74,1.41,5.79,High,Drought Susceptibility
DR_14761,Gadchiroli,2024,1.9,9.66,5.53,5.73,High,Unemployment
DR_14762,Nashik,2024,9.77,9.81,6.63,9.16,Critical,Inflation Impact
DR_14763,Pune,2021,9.78,10,3.12,8.54,Critical,Industrial Decline
DR_14764,Mumbai City,2023,2.65,5.61,3.12,3.93,Medium,Inflation Impact
DR_14765,Nandurbar,2022,8.11,2.87,3.15,5.02,High,Flood Risk
DR_14766,Pune,2022,7.47,4.03,9.4,6.48,High,Aging Infrastructure
DR_14767,Wardha,2024,3.26,4.4,7.49,4.56,Medium,Aging Infrastructure
DR_14768,Chandrapur,2023,9.4,5.13,1.87,6.19,High,Groundwater Depletion
DR_14769,Raigad,2021,7.02,4.76,1.88,5.09,High,Flood Risk
DR_14770,Mumbai City,2024,5.89,1.88,8.4,4.79,Medium,Aging Infrastructure
DR_14771,Gadchiroli,2021,9.62,6.85,8.03,8.19,Critical,Groundwater Depletion
DR_14772,Beed,2024,9.3,9.61,4.04,8.37,Critical,Unemployment
DR_14773,Palghar,2021,5.99,2.96,7.35,5.05,High,Aging Infrastructure
DR_14774,Ratnagiri,2022,5.71,1.07,8.59,4.43,Medium,Aging Infrastructure
DR_14775,Osmanabad,2023,4.98,4.3,5.71,4.85,Medium,Aging Infrastructure
DR_14776,Yavatmal,2020,4.17,3.04,1.26,3.13,Medium,Drought Susceptibility
DR_14777,Parbhani,2024,4.72,2.34,7.79,4.38,Medium,Aging Infrastructure
DR_14778,Nandurbar,2024,7.82,4.18,4.57,5.71,High,Flood Risk
DR_14779,Akola,2024,5.48,2.97,2.73,3.93,Medium,Drought Susceptibility
DR_14780,Solapur,2022,8.54,2.22,7.08,5.72,High,Groundwater Depletion
DR_14781,Sangli,2021,1.15,8.32,2.04,4.2,Medium,Industrial Decline
DR_14782,Thane,2023,5.53,9.68,5.73,7.23,High,Industrial Decline
DR_14783,Jalgaon,2022,9.22,5.3,4.58,6.72,High,Drought Susceptibility
DR_14784,Chandrapur,2020,9.88,2.77,1.91,5.44,High,Flood Risk
DR_14785,Dhule,2024,1.61,2.2,7.59,3.04,Medium,Aging Infrastructure
DR_14786,Sangli,2024,9.39,3.2,8.41,6.72,High,Groundwater Depletion
DR_14787,Nandurbar,2021,5.54,1.08,1.88,3.02,Medium,Drought Susceptibility
DR_14788,Nagpur,2020,8.83,8.36,7.49,8.37,Critical,Flood Risk
DR_14789,Ahmednagar,2024,7.67,9.29,4.11,7.61,Critical,Industrial Decline
DR_14790,Thane,2023,8.88,3.34,7.92,6.47,High,Groundwater Depletion
DR_14791,Akola,2020,1.12,5.99,8.6,4.56,Medium,Aging Infrastructure
DR_14792,Aurangabad,2023,8.55,10,2.2,7.86,Critical,Unemployment
DR_14793,Kolhapur,2023,4.13,5.63,9.97,5.9,High,Aging Infrastructure
DR_14794,Osmanabad,2024,3.0,9.49,2.64,5.52,High,Inflation Impact
DR_14795,Latur,2021,3.85,9.63,9.88,7.37,High,Aging Infrastructure
DR_14796,Wardha,2022,1.97,6.94,4.24,4.41,Medium,Inflation Impact
DR_14797,Bhandara,2022,7.2,2.97,3.39,4.74,Medium,Drought Susceptibility
DR_14798,Latur,2022,8.09,2.66,4.1,5.12,High,Groundwater Depletion
DR_14799,Jalgaon,2020,6.57,7.35,4.92,6.55,High,Inflation Impact
DR_14800,Gadchiroli,2021,8.98,9.25,1.81,7.65,Critical,Inflation Impact
DR_14801,Buldhana,2024,1.73,2.85,1.54,2.14,Low,Inflation Impact
DR_14802,Nandurbar,2022,5.2,3.44,5.7,4.6,Medium,Aging Infrastructure
DR_14803,Nagpur,2022,7.22,7.29,6.01,7.01,High,Inflation Impact
DR_14804,Pune,2024,5.37,2.13,2.4,3.48,Medium,Flood Risk
DR_14805,Ahmednagar,2022,9.0,8.97,4.55,8.1,Critical,Drought Susceptibility
DR_14806,Gadchiroli,2020,8.54,7.25,2.81,6.88,High,Drought Susceptibility
DR_14807,Nanded,2021,8.34,8.53,3.3,7.41,High,Industrial Decline
DR_14808,Amravati,2020,6.75,5.76,9.26,6.86,High,Aging Infrastructure
DR_14809,Chandrapur,2024,8.56,10,8.34,9.09,Critical,Industrial Decline
DR_14810,Nanded,2024,2.92,2.81,8.19,3.93,Medium,Aging Infrastructure
DR_14811,Nashik,2023,8.01,9.78,3.8,7.88,Critical,Unemployment
DR_14812,Gadchiroli,2024,3.32,5.81,9.8,5.61,High,Aging Infrastructure
DR_14813,Akola,2020,1.05,2.66,4.11,2.31,Low,Aging Infrastructure
DR_14814,Jalna,2021,9.47,10,6.85,9.16,Critical,Industrial Decline
DR_14815,Mumbai Suburban,2021,5.89,8.31,3.62,6.41,High,Inflation Impact
DR_14816,Ahmednagar,2021,5.5,5.86,3.92,5.33,High,Inflation Impact
DR_14817,Nanded,2021,6.0,8.48,6.93,7.18,High,Unemployment
DR_14818,Pune,2020,3.36,3.79,4.82,3.82,Medium,Aging Infrastructure
DR_14819,Nashik,2023,9.08,7.05,1.04,6.66,High,Flood Risk
DR_14820,Parbhani,2020,4.7,4.38,7.62,5.16,High,Aging Infrastructure
DR_14821,Wardha,2022,2.19,8.47,3.17,4.9,Medium,Unemployment
DR_14822,Washim,2022,3.91,8.11,3.82,5.57,High,Inflation Impact
DR_14823,Wardha,2023,4.79,1.04,6.69,3.67,Medium,Aging Infrastructure
DR_14824,Mumbai City,2020,9.28,10,8.12,9.34,Critical,Industrial Decline
DR_14825,Osmanabad,2021,2.38,5.28,8.93,4.85,Medium,Aging Infrastructure
DR_14826,Hingoli,2020,3.39,7.43,7.86,5.9,High,Aging Infrastructure
DR_14827,Thane,2023,3.81,7.19,6.86,5.77,High,Industrial Decline
DR_14828,Latur,2023,3.27,2.6,2.3,2.81,Medium,Drought Susceptibility
DR_14829,Amravati,2023,2.58,3.49,9.75,4.38,Medium,Aging Infrastructure
DR_14830,Dhule,2021,7.95,3.16,6.46,5.74,High,Groundwater Depletion
DR_14831,Aurangabad,2022,2.43,4.99,5.04,3.97,Medium,Aging Infrastructure
DR_14832,Solapur,2021,3.58,9.84,9.75,7.32,High,Unemployment
DR_14833,Ahmednagar,2021,6.73,5.54,6.75,6.26,High,Aging Infrastructure
DR_14834,Kolhapur,2020,5.66,5.73,1.95,4.95,Medium,Industrial Decline
DR_14835,Ratnagiri,2022,6.78,4.87,2.39,5.14,High,Drought Susceptibility
DR_14836,Amravati,2022,7.28,6.3,8.57,7.15,High,Aging Infrastructure
DR_14837,Wardha,2020,3.74,3.48,1.83,3.25,Medium,Groundwater Depletion
DR_14838,Sangli,2021,5.87,5.43,3.03,5.13,High,Groundwater Depletion
DR_14839,Gondia,2020,9.86,10,4.64,8.87,Critical,Inflation Impact
DR_14840,Nandurbar,2024,8.05,7.11,7.47,7.56,Critical,Flood Risk
DR_14841,Parbhani,2024,3.47,9.73,8.15,6.91,High,Unemployment
DR_14842,Beed,2022,8.13,10,6.64,8.58,Critical,Industrial Decline
DR_14843,Dhule,2020,6.31,5.35,3.43,5.35,High,Flood Risk
DR_14844,Akola,2022,5.62,4.19,9.22,5.77,High,Aging Infrastructure
DR_14845,Ahmednagar,2020,6.42,3.17,3.81,4.6,Medium,Groundwater Depletion
