City,Date,Water_Stress_Index,Availability_Liters_Per_Capita,Demand_Liters_Per_Capita,Groundwater_Level_Meters,Risk_Category
Aurangabad,2023-10-25,2.65,111,147,32.0,Medium
Malegaon,2023-01-25,2.91,106,141,39.8,Medium
Jalgaon,2024-12-19,3.37,100,117,39.8,Medium
Sindhudurg,2024-12-21,3.03,96,140,22.4,Medium
Wardha,2024-11-29,7.42,18,161,64.6,High
Dhule,2025-04-11,8.93,56,154,38.8,Extremely High
Osmanabad,2024-05-01,8.83,74,133,53.8,Extremely High
Nandurbar,2024-07-01,6.35,62,146,55.7,High
Gondia,2024-02-13,9.29,90,144,47.0,Extremely High
Ratnagiri,2025-06-15,8.02,18,139,52.7,Extremely High
Jalna,2023-09-05,7.93,60,181,39.3,High
Ichalkaranji,2025-11-22,1.16,131,155,21.6,Low
Gondia,2024-07-27,2.46,59,137,47.9,Low
Parbhani,2024-04-02,1.3,51,149,13.4,Low
Mira-Bhayandar,2024-10-02,4.15,61,161,46.0,Medium
Chandrapur,2023-03-29,5.71,114,176,36.4,High
Nanded,2024-10-28,5.59,66,118,47.6,High
Wardha,2025-05-15,1.37,101,112,32.8,Low
Gondia,2025-11-07,3.58,121,115,30.1,Medium
Panvel,2025-09-09,9.77,37,190,38.6,Extremely High
Wardha,2023-06-03,1.51,44,151,43.6,Low
Ambarnath,2024-01-31,9.31,26,176,65.9,Extremely High
Bhandara,2025-11-26,6.35,104,136,55.7,High
Kolhapur,2024-12-29,5.36,119,111,40.2,High
Kolhapur,2023-06-22,2.01,83,129,22.5,Low
Parbhani,2024-12-06,6.38,54,138,34.0,High
Vasai-Virar,2025-04-12,1.75,56,168,32.5,Low
Nagpur,2025-09-24,1.22,65,170,14.7,Low
Nandurbar,2024-02-23,7.0,15,180,57.4,High
Ulhasnagar,2025-06-29,9.55,53,172,64.4,Extremely High
Dhule,2024-03-25,6.99,41,150,63.6,High
Ratnagiri,2025-05-05,7.88,69,169,69.3,High
Yavatmal,2023-07-29,2.07,71,134,56.2,Low
Nashik,2023-04-21,7.34,19,167,50.3,High
Ambarnath,2025-01-08,2.07,49,171,31.6,Low
Nagpur,2024-11-24,9.54,33,134,41.6,Extremely High
Jalgaon,2024-01-24,8.6,88,143,53.2,Extremely High
Bhusawal,2025-06-17,1.91,90,160,47.9,Low
Yavatmal,2023-07-02,9.58,49,133,61.4,Extremely High
Sangli,2023-06-03,9.37,93,132,53.0,Extremely High
Sindhudurg,2023-09-23,3.57,100,179,58.6,Medium
Aurangabad,2023-12-15,3.08,45,140,40.2,Medium
Beed,2023-09-03,3.0,123,168,42.3,Medium
Wardha,2023-11-20,3.67,58,148,25.7,Medium
Osmanabad,2023-10-16,3.43,129,118,37.8,Medium
Sindhudurg,2024-07-09,7.2,110,176,70.4,High
Osmanabad,2024-05-08,2.32,61,148,39.1,Low
Ratnagiri,2025-12-02,8.2,100,177,68.0,Extremely High
Nanded,2023-03-09,8.9,19,137,54.6,Extremely High
Yavatmal,2024-03-02,5.85,93,118,40.6,High
Dhule,2024-07-10,9.52,99,139,68.3,Extremely High
Aurangabad,2025-07-07,6.57,70,155,65.5,High
Panvel,2025-09-30,2.35,96,171,30.0,Low
Solapur,2023-04-19,5.39,122,139,63.2,High
Navi Mumbai,2025-08-15,4.39,111,186,47.4,Medium
Pune,2025-03-03,3.64,113,182,39.3,Medium
Akola,2023-08-05,7.19,41,122,59.2,High
Bhiwandi,2024-05-05,7.96,38,164,48.5,High
Amravati,2024-06-21,2.75,58,165,56.6,Medium
Navi Mumbai,2023-08-09,4.3,89,168,51.7,Medium
Nandurbar,2024-06-14,2.14,68,184,31.7,Low
Ulhasnagar,2025-04-25,4.45,60,115,19.8,Medium
Ambarnath,2024-09-09,6.58,38,192,44.8,High
Ratnagiri,2023-04-12,4.84,111,130,49.3,Medium
Nandurbar,2025-10-13,5.56,79,183,54.3,High
Chandrapur,2023-05-16,2.89,110,150,32.2,Medium
Navi Mumbai,2024-07-30,7.85,37,118,57.3,High
Beed,2025-03-11,7.21,74,167,40.3,High
Bhandara,2023-02-09,1.6,66,148,24.4,Low
Ulhasnagar,2023-07-17,8.72,76,129,66.2,Extremely High
Pune,2025-02-26,3.29,84,141,50.9,Medium
Nanded,2025-01-10,7.6,99,161,45.3,High
Yavatmal,2025-05-11,8.66,44,195,32.4,Extremely High
Parbhani,2024-07-30,4.14,81,151,42.5,Medium
Chandrapur,2024-11-09,7.2,44,125,67.2,High
Ichalkaranji,2025-04-13,2.4,88,129,32.1,Low
Pune,2023-06-27,3.9,107,114,52.7,Medium
Vasai-Virar,2023-01-26,7.04,39,173,27.6,High
Bhandara,2024-04-28,4.92,45,181,22.4,Medium
Hingoli,2025-10-31,2.74,80,168,53.5,Medium
Satara,2024-02-16,6.76,54,126,30.2,High
Malegaon,2025-07-17,9.51,10,142,64.4,Extremely High
Vasai-Virar,2023-09-07,4.49,28,160,25.5,Medium
Nanded,2025-08-05,5.92,75,177,52.6,High
Mira-Bhayandar,2023-05-16,6.07,52,128,26.6,High
Yavatmal,2025-08-19,7.58,77,121,65.0,High
Beed,2024-04-27,1.62,115,129,13.4,Low
Navi Mumbai,2023-01-20,3.82,112,164,32.6,Medium
Parbhani,2025-03-31,4.23,94,115,34.9,Medium
Osmanabad,2023-12-14,1.69,137,135,50.4,Low
Thane,2025-03-21,8.67,76,155,72.6,Extremely High
Akola,2023-05-21,6.62,79,152,28.5,High
Navi Mumbai,2024-04-15,6.21,117,184,41.6,High
Palghar,2025-07-14,2.7,99,173,54.6,Medium
Palghar,2024-11-10,3.98,32,123,61.0,Medium
Bhusawal,2023-12-24,9.68,22,143,45.6,Extremely High
Pune,2023-12-07,1.78,98,180,48.4,Low
Bhusawal,2023-11-26,8.4,57,133,50.5,Extremely High
Ambarnath,2025-02-11,2.3,120,158,16.4,Low
Palghar,2023-03-09,8.28,75,116,63.5,Extremely High
Sangli,2024-06-11,7.63,40,126,46.0,High
Vasai-Virar,2024-07-29,8.89,91,187,46.8,Extremely High
Mumbai,2023-12-29,9.12,76,160,50.7,Extremely High
Kolhapur,2024-12-09,8.48,33,156,69.9,Extremely High
Kolhapur,2025-06-15,6.92,93,157,60.2,High
Chandrapur,2025-07-06,3.35,119,154,53.6,Medium
Jalna,2025-02-21,9.33,12,137,72.0,Extremely High
Satara,2023-03-10,8.76,12,168,39.5,Extremely High
Ahmednagar,2025-12-27,7.92,83,167,71.3,High
Panvel,2025-08-16,1.85,77,149,52.6,Low
Ratnagiri,2023-03-21,1.3,78,103,46.4,Low
Osmanabad,2025-06-26,2.42,55,105,44.8,Low
Ulhasnagar,2023-08-08,7.6,80,155,54.7,High
Beed,2025-04-11,7.38,15,170,58.6,High
Satara,2025-07-01,7.71,16,143,29.6,High
Ichalkaranji,2024-11-23,4.61,43,158,28.0,Medium
Malegaon,2023-01-20,4.9,118,123,36.1,Medium
Kolhapur,2025-05-21,6.8,102,136,66.0,High
Yavatmal,2024-01-25,8.2,24,173,64.4,Extremely High
Ambarnath,2024-03-28,8.27,60,162,72.3,Extremely High
Dhule,2023-02-03,2.86,97,149,24.1,Medium
Nanded,2024-07-28,1.84,122,147,22.3,Low
Sindhudurg,2025-06-20,2.1,137,143,40.8,Low
Nagpur,2024-01-13,3.48,53,179,42.3,Medium
Aurangabad,2025-06-16,1.23,71,142,53.1,Low
Jalgaon,2025-05-25,1.37,73,116,21.8,Low
Satara,2025-09-17,5.05,88,132,52.2,High
Kolhapur,2024-08-16,2.09,123,132,19.7,Low
Sindhudurg,2023-05-03,6.98,37,149,47.5,High
Chandrapur,2024-12-14,6.77,29,160,46.6,High
Beed,2025-03-04,6.37,35,139,67.4,High
Navi Mumbai,2023-12-02,8.25,80,183,71.1,Extremely High
Solapur,2024-04-15,5.63,113,157,29.9,High
Washim,2023-05-22,3.35,111,160,18.1,Medium
Kolhapur,2024-06-26,8.28,76,173,72.2,Extremely High
Nanded,2023-03-15,9.26,30,123,59.3,Extremely High
Malegaon,2024-07-22,3.6,87,172,21.2,Medium
Ambarnath,2023-06-25,6.75,28,153,27.8,High
Kolhapur,2024-09-19,3.88,80,173,61.5,Medium
Vasai-Virar,2024-12-25,6.4,21,113,60.1,High
Yavatmal,2023-07-15,5.96,51,145,34.5,High
Malegaon,2024-02-11,6.75,45,179,69.2,High
Bhiwandi,2023-07-19,1.59,100,152,38.4,Low
Chandrapur,2023-09-01,7.62,105,159,63.4,High
Yavatmal,2024-04-09,1.8,56,113,24.4,Low
Wardha,2023-06-07,5.55,22,140,25.3,High
Sindhudurg,2025-09-30,1.77,46,169,47.4,Low
Hingoli,2023-11-23,6.18,58,175,66.4,High
Satara,2023-02-21,7.85,45,128,42.9,High
Sindhudurg,2025-09-22,5.48,72,187,27.3,High
Mumbai,2024-03-20,8.89,94,175,35.1,Extremely High
Hingoli,2025-01-15,7.09,78,182,29.1,High
Bhusawal,2023-04-25,1.36,100,150,32.7,Low
Hingoli,2024-09-01,6.99,90,185,62.5,High
Satara,2024-05-18,2.87,94,166,36.3,Medium
Jalna,2023-03-31,8.64,43,143,52.6,Extremely High
Osmanabad,2024-10-05,5.43,110,144,61.7,High
Satara,2024-09-12,3.8,68,125,54.9,Medium
Hingoli,2025-02-15,5.17,77,186,43.2,High
Ahmednagar,2025-10-25,3.25,106,124,39.1,Medium
Pune,2024-11-03,2.01,50,145,23.9,Low
Dhule,2023-08-01,5.34,40,125,37.4,High
Akola,2023-01-27,1.75,51,159,34.0,Low
Dhule,2023-04-07,6.37,110,135,65.4,High
Ichalkaranji,2025-10-24,7.81,101,147,40.2,High
Hingoli,2023-01-12,4.41,61,109,33.8,Medium
Bhiwandi,2023-12-09,9.24,28,174,39.7,Extremely High
Beed,2024-03-28,5.7,47,176,27.2,High
Ulhasnagar,2025-09-27,7.12,100,157,34.0,High
Latur,2024-09-08,8.64,70,188,59.7,Extremely High
Parbhani,2023-05-12,7.7,48,184,34.5,High
Bhiwandi,2025-08-13,4.0,86,137,21.2,Medium
Sangli,2023-12-22,8.23,68,119,34.6,Extremely High
Ahmednagar,2023-01-12,6.08,69,172,38.5,High
Malegaon,2025-03-26,6.48,67,187,55.7,High
Sangli,2023-05-04,1.16,79,139,11.9,Low
Osmanabad,2025-09-12,4.75,56,164,20.7,Medium
Ratnagiri,2025-11-07,5.45,84,168,28.0,High
Thane,2024-12-15,5.94,86,156,62.9,High
Bhusawal,2024-04-02,2.19,100,126,40.3,Low
Bhandara,2023-05-24,4.34,83,137,45.3,Medium
Ambarnath,2023-12-08,1.21,45,108,32.6,Low
Ratnagiri,2023-04-03,4.71,124,167,26.7,Medium
Mira-Bhayandar,2025-05-05,7.49,86,139,36.2,High
Ichalkaranji,2024-07-05,7.77,70,165,63.3,High
Pune,2023-05-22,1.63,123,168,24.6,Low
Ambarnath,2025-02-06,3.67,84,119,34.2,Medium
Sindhudurg,2025-10-25,8.96,69,149,60.8,Extremely High
Mira-Bhayandar,2023-01-23,5.6,67,177,40.1,High
Pune,2025-02-06,9.69,12,162,59.2,Extremely High
Nanded,2024-01-14,4.13,53,130,44.9,Medium
Vasai-Virar,2024-01-17,9.17,25,172,34.4,Extremely High
Jalna,2025-01-17,4.11,127,139,36.8,Medium
Vasai-Virar,2024-04-03,8.8,59,181,36.7,Extremely High
Osmanabad,2023-06-16,6.53,104,191,49.7,High
Vasai-Virar,2023-02-15,9.11,69,164,39.5,Extremely High
Bhandara,2023-03-17,3.67,110,161,31.9,Medium
Hingoli,2023-04-04,7.38,36,176,30.9,High
Navi Mumbai,2024-12-09,2.97,132,155,27.4,Medium
Navi Mumbai,2025-03-14,3.78,112,121,40.5,Medium
Dhule,2024-03-18,5.15,109,142,43.0,High
Amravati,2023-12-30,1.76,63,164,46.6,Low
Ulhasnagar,2025-08-14,1.92,139,172,11.1,Low
Washim,2023-08-03,7.95,56,172,33.3,High
Solapur,2023-12-11,4.17,103,116,19.6,Medium
Nashik,2024-03-07,1.55,60,118,44.1,Low
Mira-Bhayandar,2023-11-30,9.45,52,173,61.4,Extremely High
Vasai-Virar,2025-03-08,2.08,41,109,37.8,Low
Mumbai,2023-09-24,2.37,53,139,54.4,Low
Gondia,2024-06-07,7.81,13,162,46.4,High
Panvel,2023-07-23,9.54,88,119,72.6,Extremely High
Bhiwandi,2024-06-11,2.82,51,162,22.6,Medium
Gondia,2023-02-18,1.79,87,108,21.6,Low
Panvel,2023-06-21,3.94,91,158,60.1,Medium
Nashik,2025-05-06,4.05,34,110,50.7,Medium
Sindhudurg,2024-01-02,9.58,89,147,46.7,Extremely High
Jalna,2025-03-11,7.01,41,185,43.7,High
Bhandara,2024-10-18,8.01,46,158,37.0,Extremely High
Wardha,2025-12-09,7.68,48,166,65.7,High
Ratnagiri,2025-01-26,2.09,72,158,34.5,Low
Sindhudurg,2024-11-16,2.03,104,182,45.8,Low
Ratnagiri,2025-06-27,8.91,100,194,59.0,Extremely High
Washim,2025-10-15,9.78,81,179,53.2,Extremely High
Nandurbar,2025-05-30,7.14,28,145,61.4,High
Ratnagiri,2023-10-03,2.77,100,158,29.4,Medium
Nandurbar,2024-06-22,9.9,43,129,63.1,Extremely High
Pune,2023-07-12,1.16,138,130,11.2,Low
Nashik,2024-09-01,3.98,110,120,25.5,Medium
Akola,2024-07-28,4.16,128,145,51.4,Medium
Palghar,2024-08-01,2.19,62,108,25.3,Low
Jalgaon,2024-01-21,4.94,60,123,41.0,Medium
Sindhudurg,2025-04-11,9.17,17,150,46.8,Extremely High
Mumbai,2024-03-19,6.11,75,180,36.7,High
Amravati,2023-05-15,2.95,56,136,47.5,Medium
Nagpur,2024-10-28,7.02,22,165,63.2,High
Nanded,2025-06-03,9.0,10,147,37.1,Extremely High
Navi Mumbai,2024-02-21,7.93,80,194,50.9,High
Ahmednagar,2024-07-14,8.22,57,174,56.3,Extremely High
Dhule,2024-05-01,6.26,39,172,61.5,High
Ahmednagar,2023-10-01,7.62,26,124,65.6,High
Hingoli,2024-10-23,7.09,51,146,52.2,High
Beed,2024-02-05,1.84,51,111,19.4,Low
Parbhani,2024-01-19,5.83,79,137,51.2,High
Ulhasnagar,2024-07-24,3.81,116,149,37.5,Medium
Palghar,2025-06-28,4.88,106,161,59.5,Medium
Yavatmal,2024-09-15,5.16,69,178,21.0,High
Satara,2023-04-20,2.19,82,181,21.9,Low
Navi Mumbai,2025-05-12,1.21,89,148,24.5,Low
Nanded,2024-07-09,5.8,74,140,45.8,High
Navi Mumbai,2025-06-19,9.87,72,165,64.0,Extremely High
Beed,2024-12-02,2.84,119,125,26.1,Medium
Jalgaon,2023-09-14,2.3,93,156,22.1,Low
Kolhapur,2024-05-13,8.24,27,143,42.3,Extremely High
Sangli,2025-05-29,7.66,29,175,58.9,High
Yavatmal,2024-07-21,8.11,23,138,44.6,Extremely High
Chandrapur,2023-10-25,6.68,65,192,61.2,High
Hingoli,2025-07-03,5.35,84,139,41.6,High
Dhule,2023-05-29,8.01,21,160,62.3,Extremely High
Hingoli,2025-08-17,5.53,57,117,58.2,High
Mumbai,2023-08-27,8.35,46,149,33.0,Extremely High
Nanded,2023-09-03,2.78,44,126,20.2,Medium
Jalgaon,2024-01-25,4.12,36,141,39.2,Medium
Kalyan-Dombivli,2025-06-11,2.81,127,125,38.6,Medium
Ratnagiri,2024-07-15,8.71,90,189,44.6,Extremely High
Nagpur,2025-10-30,9.43,53,177,66.4,Extremely High
Nagpur,2025-08-25,1.83,104,115,25.7,Low
Nagpur,2025-05-28,1.85,134,183,33.8,Low
Wardha,2025-09-21,3.39,52,153,29.3,Medium
Ahmednagar,2025-09-16,7.47,14,149,62.1,High
Satara,2023-10-19,8.12,86,133,72.2,Extremely High
Beed,2025-05-29,7.38,51,147,59.3,High
Yavatmal,2023-06-11,2.59,107,114,39.7,Medium
Kalyan-Dombivli,2025-05-17,5.32,31,145,29.0,High
Palghar,2023-08-25,9.4,82,158,50.0,Extremely High
Amravati,2023-08-13,4.4,81,162,25.9,Medium
Osmanabad,2023-12-27,1.11,91,153,23.8,Low
Chandrapur,2024-03-16,1.56,141,125,30.8,Low
Kalyan-Dombivli,2023-03-17,6.33,63,141,28.7,High
Parbhani,2024-03-17,3.5,122,138,44.7,Medium
Beed,2025-03-27,5.53,67,165,37.4,High
Gondia,2023-12-30,2.94,88,151,23.4,Medium
Bhusawal,2025-05-12,9.82,95,165,79.4,Extremely High
Washim,2023-02-27,2.8,112,184,45.1,Medium
Aurangabad,2025-06-10,5.28,85,181,58.2,High
Jalna,2025-06-17,2.33,134,109,29.2,Low
Parbhani,2024-01-04,1.02,120,108,26.9,Low
Dhule,2025-10-27,4.11,122,185,26.0,Medium
Navi Mumbai,2024-08-05,4.99,43,130,42.3,Medium
Hingoli,2023-02-09,5.51,24,137,49.6,High
Pune,2023-08-02,3.64,103,176,17.7,Medium
Navi Mumbai,2023-12-07,6.13,44,173,42.7,High
Gondia,2025-08-15,1.53,75,164,50.7,Low
Dhule,2024-12-17,5.56,96,150,60.3,High
Ichalkaranji,2025-09-12,4.37,78,146,56.3,Medium
Mira-Bhayandar,2023-01-05,6.74,100,187,35.5,High
Bhiwandi,2024-05-28,9.04,91,193,65.8,Extremely High
Jalgaon,2025-05-21,8.91,70,158,75.0,Extremely High
Kalyan-Dombivli,2023-01-17,1.72,83,137,25.4,Low
Pune,2023-03-05,6.13,63,156,62.5,High
Akola,2025-07-29,5.01,75,146,36.0,High
Ulhasnagar,2025-08-09,4.48,112,177,61.3,Medium
Akola,2023-03-20,5.64,86,167,34.5,High
Palghar,2025-11-14,3.11,103,129,23.9,Medium
Jalna,2024-09-24,2.1,48,152,22.9,Low
Kalyan-Dombivli,2024-11-15,4.96,42,134,60.1,Medium
Vasai-Virar,2025-01-25,1.24,80,139,22.1,Low
Washim,2023-03-10,6.06,92,187,57.0,High
Washim,2025-10-16,5.8,29,123,32.5,High
Panvel,2025-08-20,9.72,52,180,68.4,Extremely High
Bhusawal,2025-09-12,7.86,106,193,71.4,High
Dhule,2024-06-05,7.21,31,152,64.0,High
Panvel,2023-05-07,7.9,52,178,48.1,High
Bhandara,2024-09-26,4.42,43,176,48.2,Medium
Sindhudurg,2023-12-06,2.78,112,142,25.4,Medium
Akola,2025-06-29,1.9,122,148,36.7,Low
Mumbai,2024-07-07,7.72,108,142,68.8,High
Panvel,2024-03-17,5.38,60,140,35.2,High
Pune,2025-05-29,6.8,21,128,41.3,High
Sindhudurg,2024-06-10,1.47,94,132,53.6,Low
Nagpur,2024-12-06,6.75,91,135,56.2,High
Thane,2023-01-09,8.43,76,167,75.0,Extremely High
Solapur,2024-12-03,6.72,79,147,51.3,High
Dhule,2023-08-19,6.28,65,114,44.2,High
Ratnagiri,2024-10-08,9.87,69,161,70.2,Extremely High
Mumbai,2025-05-21,8.6,38,158,65.5,Extremely High
Kolhapur,2024-12-02,4.45,48,153,35.4,Medium
Navi Mumbai,2023-10-10,8.83,100,140,51.1,Extremely High
Mira-Bhayandar,2023-11-24,5.02,25,130,63.7,High
Sindhudurg,2025-12-29,7.68,75,141,63.9,High
Satara,2024-04-24,8.13,60,187,33.4,Extremely High
Bhusawal,2025-09-17,8.95,42,125,51.8,Extremely High
Beed,2024-11-29,2.71,109,161,31.8,Medium
Malegaon,2025-11-12,6.46,48,163,34.6,High
Solapur,2024-04-19,6.46,48,117,53.1,High
Mira-Bhayandar,2024-06-22,4.62,108,125,33.7,Medium
Gondia,2024-01-19,7.82,71,188,72.0,High
Washim,2025-05-25,1.84,59,106,46.7,Low
Thane,2025-05-19,6.61,65,185,31.5,High
Nanded,2025-02-13,8.23,46,186,42.1,Extremely High
Ratnagiri,2023-08-09,2.2,62,121,34.6,Low
Hingoli,2025-01-27,1.22,142,145,28.6,Low
Wardha,2024-09-26,7.15,59,193,58.7,High
Sindhudurg,2025-08-18,8.05,63,141,38.5,Extremely High
Ambarnath,2023-03-30,5.99,77,146,59.4,High
Ichalkaranji,2025-06-20,6.25,66,173,61.6,High
Bhiwandi,2024-04-26,1.73,111,154,38.1,Low
Palghar,2023-08-27,5.51,62,181,45.9,High
Beed,2025-12-05,6.5,109,168,25.1,High
Ichalkaranji,2023-11-29,8.1,49,129,63.1,Extremely High
Ambarnath,2025-09-15,6.14,94,166,42.1,High
Parbhani,2023-05-30,6.23,112,146,59.8,High
Nagpur,2024-08-17,8.82,50,191,76.0,Extremely High
Amravati,2025-03-14,2.55,90,113,38.0,Medium
Sindhudurg,2024-03-24,3.33,58,128,28.7,Medium
Vasai-Virar,2025-02-13,2.13,106,168,48.9,Low
Dhule,2024-03-31,4.11,93,154,57.9,Medium
Sindhudurg,2025-08-11,5.87,53,173,60.2,High
Yavatmal,2023-09-14,5.64,44,113,66.2,High
Wardha,2024-04-12,3.46,87,135,45.2,Medium
Bhusawal,2025-02-09,3.46,56,126,43.5,Medium
Wardha,2024-04-07,1.64,53,103,22.0,Low
Mira-Bhayandar,2023-10-05,9.64,85,173,46.4,Extremely High
Wardha,2025-08-27,9.12,89,190,73.9,Extremely High
Parbhani,2025-09-28,7.95,31,143,73.8,High
Vasai-Virar,2025-10-20,8.51,55,128,40.9,Extremely High
Beed,2023-09-04,8.79,80,189,50.5,Extremely High
Solapur,2023-05-23,3.56,115,159,46.3,Medium
Dhule,2024-10-10,6.45,59,120,47.3,High
Satara,2025-09-14,1.5,68,157,30.0,Low
Malegaon,2025-07-08,1.37,122,115,26.7,Low
Gondia,2025-05-21,1.79,81,120,41.6,Low
Akola,2023-06-16,3.8,51,137,43.7,Medium
Satara,2023-11-30,6.69,101,135,46.9,High
Bhiwandi,2024-01-30,3.58,89,176,51.0,Medium
Navi Mumbai,2025-04-06,5.31,93,166,43.3,High
Kalyan-Dombivli,2025-06-24,3.84,116,140,16.8,Medium
Nandurbar,2024-10-14,6.33,48,161,46.5,High
Sangli,2024-03-09,7.66,26,125,46.9,High
Sindhudurg,2023-04-22,3.79,58,146,49.8,Medium
Nashik,2024-02-15,6.28,58,118,54.7,High
Osmanabad,2024-07-08,1.89,53,166,14.4,Low
Sindhudurg,2023-04-23,7.34,81,166,29.9,High
Pune,2024-01-23,7.23,99,139,44.4,High
Yavatmal,2024-12-10,8.78,86,183,50.0,Extremely High
Dhule,2025-08-12,7.35,112,188,29.4,High
Thane,2024-11-17,9.75,89,170,73.4,Extremely High
Sangli,2024-01-30,7.98,77,142,33.8,High
Jalgaon,2023-11-03,2.98,114,127,46.9,Medium
Nagpur,2024-12-20,2.31,119,121,41.0,Low
Beed,2023-11-14,7.67,16,171,69.7,High
Bhiwandi,2023-02-24,4.64,49,164,40.7,Medium
Kolhapur,2024-01-22,3.81,87,133,32.3,Medium
Chandrapur,2025-08-02,2.03,52,134,54.3,Low
Nashik,2025-04-09,8.05,100,137,62.9,Extremely High
Gondia,2023-06-06,5.34,76,145,63.5,High
Nandurbar,2023-11-01,4.34,76,109,28.4,Medium
Osmanabad,2025-02-12,7.83,107,137,48.2,High
Pune,2023-03-23,6.45,111,171,53.7,High
Bhandara,2025-01-28,2.85,85,178,19.4,Medium
Palghar,2023-12-30,6.47,31,141,49.0,High
Ulhasnagar,2024-08-16,2.88,108,136,52.3,Medium
Nashik,2023-12-25,5.23,82,152,58.6,High
Aurangabad,2024-08-07,9.23,94,185,71.3,Extremely High
Panvel,2025-06-09,9.4,5,121,35.9,Extremely High
Panvel,2024-04-08,6.65,111,180,57.0,High
Malegaon,2024-01-27,8.34,66,180,37.2,Extremely High
Yavatmal,2024-12-29,8.86,58,181,46.1,Extremely High
Nanded,2023-06-24,4.45,106,117,34.5,Medium
Sindhudurg,2024-11-05,7.98,14,130,70.7,High
Panvel,2025-12-20,9.65,11,168,47.1,Extremely High
Panvel,2024-10-12,2.04,111,106,29.1,Low
Sangli,2023-01-19,8.2,82,138,59.7,Extremely High
Ratnagiri,2025-06-16,8.24,67,170,30.9,Extremely High
Wardha,2025-08-27,7.95,23,177,43.1,High
Mumbai,2025-04-21,4.87,97,171,61.1,Medium
Parbhani,2023-12-05,5.61,38,174,35.6,High
Panvel,2025-07-23,5.92,23,120,32.8,High
Solapur,2023-04-23,3.1,107,129,34.2,Medium
Mira-Bhayandar,2025-01-15,5.75,55,179,49.2,High
Kalyan-Dombivli,2023-05-26,8.33,65,134,30.5,Extremely High
Nanded,2023-12-27,7.25,14,181,58.8,High
Mira-Bhayandar,2024-04-08,8.19,107,150,62.0,Extremely High
Aurangabad,2024-01-18,2.53,43,159,42.8,Medium
Bhandara,2025-03-11,8.01,30,139,56.5,Extremely High
Ambarnath,2025-07-13,5.43,111,138,37.5,High
Nanded,2025-10-16,7.4,109,146,45.1,High
Sangli,2025-12-19,2.52,137,128,38.0,Medium
Nashik,2025-03-22,3.65,76,149,46.8,Medium
Palghar,2024-07-23,5.71,53,162,59.7,High
Dhule,2024-10-16,7.9,28,146,52.1,High
Bhiwandi,2024-03-19,4.59,65,117,28.0,Medium
Akola,2023-05-29,6.91,105,124,45.6,High
Beed,2024-11-04,9.3,85,156,70.6,Extremely High
Panvel,2025-03-28,9.2,53,173,33.2,Extremely High
Kolhapur,2024-03-27,3.17,51,139,14.8,Medium
Hingoli,2024-11-09,3.69,110,139,36.0,Medium
Hingoli,2023-03-01,3.97,95,165,41.7,Medium
Gondia,2025-04-25,5.39,34,172,60.5,High
Kalyan-Dombivli,2023-10-25,5.58,65,142,42.1,High
Kolhapur,2025-12-27,4.0,75,155,55.3,Medium
Ahmednagar,2025-05-30,8.5,91,175,59.3,Extremely High
Sindhudurg,2025-05-26,8.38,83,135,30.6,Extremely High
Wardha,2023-10-04,6.15,23,121,38.5,High
Hingoli,2024-11-08,5.01,87,162,24.4,High
Palghar,2023-05-01,7.41,67,130,66.9,High
Pune,2025-09-17,9.67,13,168,39.1,Extremely High
Washim,2025-09-17,2.96,63,179,37.6,Medium
Dhule,2023-05-07,4.24,73,168,32.3,Medium
Bhandara,2023-10-12,6.1,104,120,44.6,High
Solapur,2025-12-19,1.81,60,174,38.6,Low
Gondia,2025-05-14,7.13,87,184,41.6,High
Satara,2024-03-18,5.5,89,187,56.4,High
Thane,2025-03-31,7.4,102,121,34.2,High
Ahmednagar,2024-04-10,4.79,111,150,54.4,Medium
Malegaon,2025-03-29,8.77,51,142,75.1,Extremely High
Pune,2024-01-09,9.74,38,199,48.6,Extremely High
Nashik,2023-08-09,7.73,23,170,56.2,High
Pune,2025-06-17,7.95,60,121,63.3,High
Amravati,2025-04-15,1.71,88,107,24.5,Low
Nashik,2024-04-01,7.43,54,145,33.8,High
Jalgaon,2024-02-19,8.77,55,141,51.3,Extremely High
Aurangabad,2025-03-25,3.46,113,151,56.2,Medium
Sangli,2025-03-08,4.37,28,140,60.5,Medium
Navi Mumbai,2024-01-21,7.23,54,143,60.5,High
Yavatmal,2025-03-26,9.5,55,190,45.4,Extremely High
Solapur,2024-12-17,6.58,26,129,30.2,High
Kolhapur,2024-11-06,4.62,49,160,45.7,Medium
Mira-Bhayandar,2025-11-24,7.71,104,118,50.8,High
Wardha,2025-05-21,5.15,46,141,50.6,High
Washim,2023-10-31,7.98,54,143,52.3,High
Palghar,2025-11-14,5.65,43,141,39.2,High
Bhusawal,2023-06-07,6.56,104,174,28.6,High
Nandurbar,2024-06-24,5.02,92,111,60.4,High
Bhusawal,2024-04-10,8.8,86,160,47.1,Extremely High
Dhule,2024-02-25,4.1,45,172,17.6,Medium
Washim,2023-08-05,6.18,79,144,64.4,High
Nagpur,2023-11-06,1.83,47,125,52.6,Low
Sindhudurg,2023-03-12,2.13,98,144,39.7,Low
Mumbai,2025-12-22,8.66,85,137,58.7,Extremely High
Dhule,2024-07-01,5.57,107,146,59.9,High
Malegaon,2023-04-14,3.31,67,130,22.5,Medium
Ratnagiri,2023-01-23,5.58,80,163,43.9,High
